Loadlevel,Pdg,DG Position,PLoss
0.400000,1718.518519,10, 575.159024
0.400000,1772.222222,10, 606.071909
0.400000,1825.925926,10, 637.495510
0.400000,1879.629630,10, 669.416733
0.400000,1933.333333,10, 701.823121
0.400000,1987.037037,10, 734.702814
0.400000,2040.740741,10, 768.044504
0.400000,2094.444444,10, 801.837406
0.400000,2148.148148,10, 836.071222
0.400000,53.703704,11, 0.963559
0.400000,107.407407,11, 1.109317
0.400000,161.111111,11, 3.380138
0.400000,214.814815,11, 7.609803
0.400000,268.518519,11, 13.653526
0.400000,322.222222,11, 21.384261
0.400000,375.925926,11, 30.689790
0.400000,429.629630,11, 41.470400
0.400000,483.333333,11, 53.637009
0.400000,537.037037,11, 67.109637
0.400000,590.740741,11, 81.816154
0.400000,644.444444,11, 97.691233
0.400000,698.148148,11, 114.675484
0.400000,751.851852,11, 132.714723
0.400000,805.555556,11, 151.759351
0.400000,859.259259,11, 171.763828
0.400000,912.962963,11, 192.686219
0.400000,966.666667,11, 214.487809
0.400000,1020.370370,11, 237.132762
0.400000,1074.074074,11, 260.587833
0.400000,1127.777778,11, 284.822108
0.400000,1181.481481,11, 309.806786
0.400000,1235.185185,11, 335.514977
0.400000,1288.888889,11, 361.921531
0.400000,1342.592593,11, 389.002886
0.400000,1396.296296,11, 416.736925
0.400000,1450.000000,11, 445.102862
0.400000,1503.703704,11, 474.081128
0.400000,1557.407407,11, 503.653272
0.400000,1611.111111,11, 533.801881
0.400000,1664.814815,11, 564.510491
0.400000,1718.518519,11, 595.763522
0.400000,1772.222222,11, 627.546212
0.400000,1825.925926,11, 659.844557
0.400000,1879.629630,11, 692.645260
0.400000,1933.333333,11, 725.935681
0.400000,1987.037037,11, 759.703790
0.400000,2040.740741,11, 793.938132
0.400000,2094.444444,11, 828.627786
0.400000,2148.148148,11, 863.762333
0.500000,53.703704,2, 4.255366
0.500000,107.407407,2, 3.775609
0.500000,161.111111,2, 3.501648
0.500000,214.814815,2, 3.431743
0.500000,268.518519,2, 3.564180
0.500000,322.222222,2, 3.897271
0.500000,375.925926,2, 4.429350
0.500000,429.629630,2, 5.158776
0.500000,483.333333,2, 6.083931
0.500000,537.037037,2, 7.203218
0.500000,590.740741,2, 8.515064
0.500000,644.444444,2, 10.017917
0.500000,698.148148,2, 11.710246
0.500000,751.851852,2, 13.590542
0.500000,805.555556,2, 15.657316
0.500000,859.259259,2, 17.909098
0.500000,912.962963,2, 20.344439
0.500000,966.666667,2, 22.961909
0.500000,1020.370370,2, 25.760097
0.500000,1074.074074,2, 28.737612
0.500000,1127.777778,2, 31.893078
0.500000,1181.481481,2, 35.225141
0.500000,1235.185185,2, 38.732461
0.500000,1288.888889,2, 42.413718
0.500000,1342.592593,2, 46.267608
0.500000,1396.296296,2, 50.292843
0.500000,1450.000000,2, 54.488153
0.500000,1503.703704,2, 58.852284
0.500000,1557.407407,2, 63.383995
0.500000,1611.111111,2, 68.082063
0.500000,1664.814815,2, 72.945282
0.500000,1718.518519,2, 77.972457
0.500000,1772.222222,2, 83.162410
0.500000,1825.925926,2, 88.513978
0.500000,1879.629630,2, 94.026011
0.500000,1933.333333,2, 99.697373
0.500000,1987.037037,2, 105.526942
0.500000,2040.740741,2, 111.513611
0.500000,2094.444444,2, 117.656284
0.500000,2148.148148,2, 123.953880
0.500000,53.703704,3, 3.738036
0.500000,107.407407,3, 2.938615
0.500000,161.111111,3, 2.537773
0.500000,214.814815,3, 2.529050
0.500000,268.518519,3, 2.906163
0.500000,322.222222,3, 3.663000
0.500000,375.925926,3, 4.793614
0.500000,429.629630,3, 6.292213
0.500000,483.333333,3, 8.153160
0.500000,537.037037,3, 10.370963
0.500000,590.740741,3, 12.940271
0.500000,644.444444,3, 15.855871
0.500000,698.148148,3, 19.112680
0.500000,751.851852,3, 22.705743
0.500000,805.555556,3, 26.630224
0.500000,859.259259,3, 30.881410
0.500000,912.962963,3, 35.454698
0.500000,966.666667,3, 40.345599
0.500000,1020.370370,3, 45.549727
0.500000,1074.074074,3, 51.062802
0.500000,1127.777778,3, 56.880643
0.500000,1181.481481,3, 62.999164
0.500000,1235.185185,3, 69.414374
0.500000,1288.888889,3, 76.122372
0.500000,1342.592593,3, 83.119345
0.500000,1396.296296,3, 90.401563
0.500000,1450.000000,3, 97.965382
0.500000,1503.703704,3, 105.807233
0.500000,1557.407407,3, 113.923628
0.500000,1611.111111,3, 122.311152
0.500000,1664.814815,3, 130.966463
0.500000,1718.518519,3, 139.886290
0.500000,1772.222222,3, 149.067430
0.500000,1825.925926,3, 158.506748
0.500000,1879.629630,3, 168.201170
0.500000,1933.333333,3, 178.147688
0.500000,1987.037037,3, 188.343355
0.500000,2040.740741,3, 198.785280
0.500000,2094.444444,3, 209.470632
0.500000,2148.148148,3, 220.396637
0.500000,53.703704,4, 3.104776
0.500000,107.407407,4, 1.980353
0.500000,161.111111,4, 1.549151
0.500000,214.814815,4, 1.791876
0.500000,268.518519,4, 2.690135
0.500000,322.222222,4, 4.226377
0.500000,375.925926,4, 6.383844
0.500000,429.629630,4, 9.146518
0.500000,483.333333,4, 12.499076
0.500000,537.037037,4, 16.426851
0.500000,590.740741,4, 20.915792
0.500000,644.444444,4, 25.952426
0.500000,698.148148,4, 31.523828
0.500000,751.851852,4, 37.617590
0.500000,805.555556,4, 44.221790
0.500000,859.259259,4, 51.324968
0.500000,912.962963,4, 58.916102
0.500000,966.666667,4, 66.984582
0.500000,1020.370370,4, 75.520189
0.500000,1074.074074,4, 84.513078
0.500000,1127.777778,4, 93.953758
0.500000,1181.481481,4, 103.833070
0.500000,1235.185185,4, 114.142177
0.500000,1288.888889,4, 124.872547
0.500000,1342.592593,4, 136.015933
0.500000,1396.296296,4, 147.564369
0.500000,1450.000000,4, 159.510147
0.500000,1503.703704,4, 171.845815
0.500000,1557.407407,4, 184.564155
0.500000,1611.111111,4, 197.658183
0.500000,1664.814815,4, 211.121130
0.500000,1718.518519,4, 224.946439
0.500000,1772.222222,4, 239.127751
0.500000,1825.925926,4, 253.658902
0.500000,1879.629630,4, 268.533909
0.500000,1933.333333,4, 283.746965
0.500000,1987.037037,4, 299.292434
0.500000,2040.740741,4, 315.164842
0.500000,2094.444444,4, 331.358868
0.500000,2148.148148,4, 347.869343
0.500000,53.703704,5, 2.916994
0.500000,107.407407,5, 1.711891
0.500000,161.111111,5, 1.300719
0.500000,214.814815,5, 1.658270
0.500000,268.518519,5, 2.760679
0.500000,322.222222,5, 4.585322
0.500000,375.925926,5, 7.110729
0.500000,429.629630,5, 10.316500
0.500000,483.333333,5, 14.183238
0.500000,537.037037,5, 18.692472
0.500000,590.740741,5, 23.826606
0.500000,644.444444,5, 29.568853
0.500000,698.148148,5, 35.903190
0.500000,751.851852,5, 42.814307
0.500000,805.555556,5, 50.287563
0.500000,859.259259,5, 58.308948
0.500000,912.962963,5, 66.865043
0.500000,966.666667,5, 75.942986
0.500000,1020.370370,5, 85.530443
0.500000,1074.074074,5, 95.615573
0.500000,1127.777778,5, 106.187004
0.500000,1181.481481,5, 117.233808
0.500000,1235.185185,5, 128.745474
0.500000,1288.888889,5, 140.711889
0.500000,1342.592593,5, 153.123315
0.500000,1396.296296,5, 165.970370
0.500000,1450.000000,5, 179.244013
0.500000,1503.703704,5, 192.935522
0.500000,1557.407407,5, 207.036481
0.500000,1611.111111,5, 221.538766
0.500000,1664.814815,5, 236.434529
0.500000,1718.518519,5, 251.716186
0.500000,1772.222222,5, 267.376405
0.500000,1825.925926,5, 283.408094
0.500000,1879.629630,5, 299.804388
0.500000,1933.333333,5, 316.558644
0.500000,1987.037037,5, 333.664426
0.500000,2040.740741,5, 351.115499
0.500000,2094.444444,5, 368.905818
0.500000,2148.148148,5, 387.029523
0.500000,53.703704,6, 2.760722
0.500000,107.407407,6, 1.497753
0.500000,161.111111,6, 1.120502
0.500000,214.814815,6, 1.597709
0.500000,268.518519,6, 2.899956
0.500000,322.222222,6, 4.999519
0.500000,375.925926,6, 7.870234
0.500000,429.629630,6, 11.487379
0.500000,483.333333,6, 15.827559
0.500000,537.037037,6, 20.868616
0.500000,590.740741,6, 26.589531
0.500000,644.444444,6, 32.970349
0.500000,698.148148,6, 39.992103
0.500000,751.851852,6, 47.636746
0.500000,805.555556,6, 55.887090
0.500000,859.259259,6, 64.726751
0.500000,912.962963,6, 74.140095
0.500000,966.666667,6, 84.112192
0.500000,1020.370370,6, 94.628771
0.500000,1074.074074,6, 105.676182
0.500000,1127.777778,6, 117.241356
0.500000,1181.481481,6, 129.311774
0.500000,1235.185185,6, 141.875430
0.500000,1288.888889,6, 154.920809
0.500000,1342.592593,6, 168.436853
0.500000,1396.296296,6, 182.412938
0.500000,1450.000000,6, 196.838853
0.500000,1503.703704,6, 211.704773
0.500000,1557.407407,6, 227.001243
0.500000,1611.111111,6, 242.719157
0.500000,1664.814815,6, 258.849738
0.500000,1718.518519,6, 275.384527
0.500000,1772.222222,6, 292.315361
0.500000,1825.925926,6, 309.634363
0.500000,1879.629630,6, 327.333925
0.500000,1933.333333,6, 345.406699
0.500000,1987.037037,6, 363.845580
0.500000,2040.740741,6, 382.643700
0.500000,2094.444444,6, 401.794411
0.500000,2148.148148,6, 421.291282
0.500000,53.703704,7, 2.294646
0.500000,107.407407,7, 0.991408
0.500000,161.111111,7, 0.964911
0.500000,214.814815,7, 2.152826
0.500000,268.518519,7, 4.497891
0.500000,322.222222,7, 7.947355
0.500000,375.925926,7, 12.452493
0.500000,429.629630,7, 17.968185
0.500000,483.333333,7, 24.452555
0.500000,537.037037,7, 31.866651
0.500000,590.740741,7, 40.174166
0.500000,644.444444,7, 49.341192
0.500000,698.148148,7, 59.336005
0.500000,751.851852,7, 70.128868
0.500000,805.555556,7, 81.691865
0.500000,859.259259,7, 93.998747
0.500000,912.962963,7, 107.024793
0.500000,966.666667,7, 120.746689
0.500000,1020.370370,7, 135.142420
0.500000,1074.074074,7, 150.191168
0.500000,1127.777778,7, 165.873223
0.500000,1181.481481,7, 182.169902
0.500000,1235.185185,7, 199.063476
0.500000,1288.888889,7, 216.537103
0.500000,1342.592593,7, 234.574763
0.500000,1396.296296,7, 253.161210
0.500000,1450.000000,7, 272.281914
0.500000,1503.703704,7, 291.923016
0.500000,1557.407407,7, 312.071289
0.500000,1611.111111,7, 332.714093
0.500000,1664.814815,7, 353.839342
0.500000,1718.518519,7, 375.435469
0.500000,1772.222222,7, 397.491398
0.500000,1825.925926,7, 419.996512
0.500000,1879.629630,7, 442.940628
0.500000,1933.333333,7, 466.313972
0.500000,1987.037037,7, 490.107157
0.500000,2040.740741,7, 514.311161
0.500000,2094.444444,7, 538.917309
0.500000,2148.148148,7, 563.917253
0.500000,53.703704,8, 1.930047
0.500000,107.407407,8, 0.799137
0.500000,161.111111,8, 1.421385
0.500000,214.814815,8, 3.682712
0.500000,268.518519,8, 7.481330
0.500000,322.222222,8, 12.725959
0.500000,375.925926,8, 19.334365
0.500000,429.629630,8, 27.232145
0.500000,483.333333,8, 36.351723
0.500000,537.037037,8, 46.631494
0.500000,590.740741,8, 58.015115
0.500000,644.444444,8, 70.450887
0.500000,698.148148,8, 83.891242
0.500000,751.851852,8, 98.292286
0.500000,805.555556,8, 113.613417
0.500000,859.259259,8, 129.816988
0.500000,912.962963,8, 146.868010
0.500000,966.666667,8, 164.733898
0.500000,1020.370370,8, 183.384245
0.500000,1074.074074,8, 202.790621
0.500000,1127.777778,8, 222.926399
0.500000,1181.481481,8, 243.766598
0.500000,1235.185185,8, 265.287742
0.500000,1288.888889,8, 287.467737
0.500000,1342.592593,8, 310.285760
0.500000,1396.296296,8, 333.722154
0.500000,1450.000000,8, 357.758346
0.500000,1503.703704,8, 382.376758
0.500000,1557.407407,8, 407.560738
0.500000,1611.111111,8, 433.294489
0.500000,1664.814815,8, 459.563014
0.500000,1718.518519,8, 486.352054
0.500000,1772.222222,8, 513.648044
0.500000,1825.925926,8, 541.438062
0.500000,1879.629630,8, 569.709790
0.500000,1933.333333,8, 598.451473
0.500000,1987.037037,8, 627.651885
0.500000,2040.740741,8, 657.300296
0.500000,2094.444444,8, 687.386441
0.500000,2148.148148,8, 717.900493
0.500000,53.703704,9, 1.849155
0.500000,107.407407,9, 0.903213
0.500000,161.111111,9, 1.939697
0.500000,214.814815,9, 4.814307
0.500000,268.518519,9, 9.400075
0.500000,322.222222,9, 15.584576
0.500000,375.925926,9, 23.267693
0.500000,429.629630,9, 32.359799
0.500000,483.333333,9, 42.780277
0.500000,537.037037,9, 54.456295
0.500000,590.740741,9, 67.321791
0.500000,644.444444,9, 81.316619
0.500000,698.148148,9, 96.385829
0.500000,751.851852,9, 112.479059
0.500000,805.555556,9, 129.550014
0.500000,859.259259,9, 147.556017
0.500000,912.962963,9, 166.457628
0.500000,966.666667,9, 186.218303
0.500000,1020.370370,9, 206.804108
0.500000,1074.074074,9, 228.183466
0.500000,1127.777778,9, 250.326926
0.500000,1181.481481,9, 273.206976
0.500000,1235.185185,9, 296.797862
0.500000,1288.888889,9, 321.075438
0.500000,1342.592593,9, 346.017024
0.500000,1396.296296,9, 371.601290
0.500000,1450.000000,9, 397.808141
0.500000,1503.703704,9, 424.618622
0.500000,1557.407407,9, 452.014827
0.500000,1611.111111,9, 479.979820
0.500000,1664.814815,9, 508.497566
0.500000,1718.518519,9, 537.552860
0.500000,1772.222222,9, 567.131271
0.500000,1825.925926,9, 597.219088
0.500000,1879.629630,9, 627.803272
0.500000,1933.333333,9, 658.871406
0.500000,1987.037037,9, 690.411659
0.500000,2040.740741,9, 722.412747
0.500000,2094.444444,9, 754.863898
0.500000,2148.148148,9, 787.754819
0.500000,53.703704,10, 1.851518
0.500000,107.407407,10, 1.042047
0.500000,161.111111,10, 2.329012
0.500000,214.814815,10, 5.551801
0.500000,268.518519,10, 10.570074
0.500000,322.222222,10, 17.260343
0.500000,375.925926,10, 25.513255
0.500000,429.629630,10, 35.231423
0.500000,483.333333,10, 46.327661
0.500000,537.037037,10, 58.723541
0.500000,590.740741,10, 72.348209
0.500000,644.444444,10, 87.137392
0.500000,698.148148,10, 103.032569
0.500000,751.851852,10, 119.980278
0.500000,805.555556,10, 137.931514
0.500000,859.259259,10, 156.841231
0.500000,912.962963,10, 176.667902
0.500000,966.666667,10, 197.373149
0.500000,1020.370370,10, 218.921410
0.500000,1074.074074,10, 241.279666
0.500000,1127.777778,10, 264.417186
0.500000,1181.481481,10, 288.305314
0.500000,1235.185185,10, 312.917276
0.500000,1288.888889,10, 338.228011
0.500000,1342.592593,10, 364.214021
0.500000,1396.296296,10, 390.853239
0.500000,1450.000000,10, 418.124908
0.500000,1503.703704,10, 446.009476
0.500000,1557.407407,10, 474.488498
0.500000,1611.111111,10, 503.544552
0.500000,1664.814815,10, 533.161162
0.500000,1718.518519,10, 563.322725
0.500000,1772.222222,10, 594.014449
0.500000,1825.925926,10, 625.222297
0.500000,1879.629630,10, 656.932932
0.500000,1933.333333,10, 689.133668
0.500000,1987.037037,10, 721.812431
0.500000,2040.740741,10, 754.957714
0.500000,2094.444444,10, 788.558545
0.500000,2148.148148,10, 822.604447
0.500000,53.703704,11, 1.892663
0.500000,107.407407,11, 1.229115
0.500000,161.111111,11, 2.750303
0.500000,214.814815,11, 6.282383
0.500000,268.518519,11, 11.674272
0.500000,322.222222,11, 18.793670
0.500000,375.925926,11, 27.523932
0.500000,429.629630,11, 37.761587
0.500000,483.333333,11, 49.414332
0.500000,537.037037,11, 62.399415
0.500000,590.740741,11, 76.642296
0.500000,644.444444,11, 92.075549
0.500000,698.148148,11, 108.637942
0.500000,751.851852,11, 126.273664
0.500000,805.555556,11, 144.931678
0.500000,859.259259,11, 164.565161
0.500000,912.962963,11, 185.131036
0.500000,966.666667,11, 206.589560
0.500000,1020.370370,11, 228.903975
0.500000,1074.074074,11, 252.040201
0.500000,1127.777778,11, 275.966570
0.500000,1181.481481,11, 300.653595
0.500000,1235.185185,11, 326.073761
0.500000,1288.888889,11, 352.201349
0.500000,1342.592593,11, 379.012273
0.500000,1396.296296,11, 406.483939
0.500000,1450.000000,11, 434.595118
0.500000,1503.703704,11, 463.325836
0.500000,1557.407407,11, 492.657269
0.500000,1611.111111,11, 522.571653
0.500000,1664.814815,11, 553.052205
0.500000,1718.518519,11, 584.083047
0.500000,1772.222222,11, 615.649138
0.500000,1825.925926,11, 647.736216
0.500000,1879.629630,11, 680.330742
0.500000,1933.333333,11, 713.419851
0.500000,1987.037037,11, 746.991302
0.500000,2040.740741,11, 781.033442
0.500000,2094.444444,11, 815.535165
0.500000,2148.148148,11, 850.485878
0.600000,53.703704,2, 6.328635
0.600000,107.407407,2, 5.684333
0.600000,161.111111,2, 5.247230
0.600000,214.814815,2, 5.015568
0.600000,268.518519,2, 4.987613
0.600000,322.222222,2, 5.161656
0.600000,375.925926,2, 5.536013
0.600000,429.629630,2, 6.109024
0.600000,483.333333,2, 6.879051
0.600000,537.037037,2, 7.844480
0.600000,590.740741,2, 9.003721
0.600000,644.444444,2, 10.355204
0.600000,698.148148,2, 11.897381
0.600000,751.851852,2, 13.628726
0.600000,805.555556,2, 15.547734
0.600000,859.259259,2, 17.652918
0.600000,912.962963,2, 19.942814
0.600000,966.666667,2, 22.415977
0.600000,1020.370370,2, 25.070981
0.600000,1074.074074,2, 27.906418
0.600000,1127.777778,2, 30.920899
0.600000,1181.481481,2, 34.113055
0.600000,1235.185185,2, 37.481533
0.600000,1288.888889,2, 41.024997
0.600000,1342.592593,2, 44.742132
0.600000,1396.296296,2, 48.631635
0.600000,1450.000000,2, 52.692224
0.600000,1503.703704,2, 56.922629
0.600000,1557.407407,2, 61.321601
0.600000,1611.111111,2, 65.887903
0.600000,1664.814815,2, 70.620314
0.600000,1718.518519,2, 75.517630
0.600000,1772.222222,2, 80.578661
0.600000,1825.925926,2, 85.802231
0.600000,1879.629630,2, 91.187179
0.600000,1933.333333,2, 96.732359
0.600000,1987.037037,2, 102.436638
0.600000,2040.740741,2, 108.298897
0.600000,2094.444444,2, 114.318030
0.600000,2148.148148,2, 120.492945
0.600000,53.703704,3, 5.680678
0.600000,107.407407,3, 4.589550
0.600000,161.111111,3, 3.901753
0.600000,214.814815,3, 3.610697
0.600000,268.518519,3, 3.709972
0.600000,322.222222,3, 4.193344
0.600000,375.925926,3, 5.054747
0.600000,429.629630,3, 6.288277
0.600000,483.333333,3, 7.888190
0.600000,537.037037,3, 9.848886
0.600000,590.740741,3, 12.164916
0.600000,644.444444,3, 14.830968
0.600000,698.148148,3, 17.841866
0.600000,751.851852,3, 21.192561
0.600000,805.555556,3, 24.878135
0.600000,859.259259,3, 28.893786
0.600000,912.962963,3, 33.234832
0.600000,966.666667,3, 37.896703
0.600000,1020.370370,3, 42.874938
0.600000,1074.074074,3, 48.165184
0.600000,1127.777778,3, 53.763186
0.600000,1181.481481,3, 59.664792
0.600000,1235.185185,3, 65.865943
0.600000,1288.888889,3, 72.362673
0.600000,1342.592593,3, 79.151106
0.600000,1396.296296,3, 86.227454
0.600000,1450.000000,3, 93.588010
0.600000,1503.703704,3, 101.229152
0.600000,1557.407407,3, 109.147334
0.600000,1611.111111,3, 117.339089
0.600000,1664.814815,3, 125.801022
0.600000,1718.518519,3, 134.529813
0.600000,1772.222222,3, 143.522209
0.600000,1825.925926,3, 152.775027
0.600000,1879.629630,3, 162.285149
0.600000,1933.333333,3, 172.049520
0.600000,1987.037037,3, 182.065149
0.600000,2040.740741,3, 192.329105
0.600000,2094.444444,3, 202.838515
0.600000,2148.148148,3, 213.590564
0.600000,53.703704,4, 4.879172
0.600000,107.407407,4, 3.303065
0.600000,161.111111,4, 2.432704
0.600000,214.814815,4, 2.248204
0.600000,268.518519,4, 2.730618
0.600000,322.222222,4, 3.861879
0.600000,375.925926,4, 5.624744
0.600000,429.629630,4, 8.002740
0.600000,483.333333,4, 10.980117
0.600000,537.037037,4, 14.541806
0.600000,590.740741,4, 18.673377
0.600000,644.444444,4, 23.361002
0.600000,698.148148,4, 28.591419
0.600000,751.851852,4, 34.351903
0.600000,805.555556,4, 40.630231
0.600000,859.259259,4, 47.414662
0.600000,912.962963,4, 54.693903
0.600000,966.666667,4, 62.457089
0.600000,1020.370370,4, 70.693762
0.600000,1074.074074,4, 79.393846
0.600000,1127.777778,4, 88.547632
0.600000,1181.481481,4, 98.145756
0.600000,1235.185185,4, 108.179184
0.600000,1288.888889,4, 118.639195
0.600000,1342.592593,4, 129.517365
0.600000,1396.296296,4, 140.805557
0.600000,1450.000000,4, 152.495902
0.600000,1503.703704,4, 164.580791
0.600000,1557.407407,4, 177.052860
0.600000,1611.111111,4, 189.904983
0.600000,1664.814815,4, 203.130256
0.600000,1718.518519,4, 216.721992
0.600000,1772.222222,4, 230.673710
0.600000,1825.925926,4, 244.979125
0.600000,1879.629630,4, 259.632142
0.600000,1933.333333,4, 274.626845
0.600000,1987.037037,4, 289.957493
0.600000,2040.740741,4, 305.618510
0.600000,2094.444444,4, 321.604482
0.600000,2148.148148,4, 337.910145
0.600000,53.703704,5, 4.639638
0.600000,107.407407,5, 2.934623
0.600000,161.111111,5, 2.039305
0.600000,214.814815,5, 1.927633
0.600000,268.518519,5, 2.574955
0.600000,322.222222,5, 3.957921
0.600000,375.925926,5, 6.054385
0.600000,429.629630,5, 8.843321
0.600000,483.333333,5, 12.304744
0.600000,537.037037,5, 16.419639
0.600000,590.740741,5, 21.169897
0.600000,644.444444,5, 26.538255
0.600000,698.148148,5, 32.508244
0.600000,751.851852,5, 39.064132
0.600000,805.555556,5, 46.190886
0.600000,859.259259,5, 53.874125
0.600000,912.962963,5, 62.100082
0.600000,966.666667,5, 70.855567
0.600000,1020.370370,5, 80.127935
0.600000,1074.074074,5, 89.905054
0.600000,1127.777778,5, 100.175277
0.600000,1181.481481,5, 110.927413
0.600000,1235.185185,5, 122.150704
0.600000,1288.888889,5, 133.834804
0.600000,1342.592593,5, 145.969753
0.600000,1396.296296,5, 158.545959
0.600000,1450.000000,5, 171.554178
0.600000,1503.703704,5, 184.985500
0.600000,1557.407407,5, 198.831329
0.600000,1611.111111,5, 213.083367
0.600000,1664.814815,5, 227.733603
0.600000,1718.518519,5, 242.774297
0.600000,1772.222222,5, 258.197968
0.600000,1825.925926,5, 273.997381
0.600000,1879.629630,5, 290.165536
0.600000,1933.333333,5, 306.695660
0.600000,1987.037037,5, 323.581193
0.600000,2040.740741,5, 340.815780
0.600000,2094.444444,5, 358.393265
0.600000,2148.148148,5, 376.307677
0.600000,53.703704,6, 4.439237
0.600000,107.407407,6, 2.635672
0.600000,161.111111,6, 1.736726
0.600000,214.814815,6, 1.710014
0.600000,268.518519,6, 2.525084
0.600000,322.222222,6, 4.153263
0.600000,375.925926,6, 6.567513
0.600000,429.629630,6, 9.742300
0.600000,483.333333,6, 13.653485
0.600000,537.037037,6, 18.278214
0.600000,590.740741,6, 23.594827
0.600000,644.444444,6, 29.582769
0.600000,698.148148,6, 36.222516
0.600000,751.851852,6, 43.495504
0.600000,805.555556,6, 51.384059
0.600000,859.259259,6, 59.871343
0.600000,912.962963,6, 68.941298
0.600000,966.666667,6, 78.578597
0.600000,1020.370370,6, 88.768595
0.600000,1074.074074,6, 99.497291
0.600000,1127.777778,6, 110.751287
0.600000,1181.481481,6, 122.517753
0.600000,1235.185185,6, 134.784390
0.600000,1288.888889,6, 147.539406
0.600000,1342.592593,6, 160.771484
0.600000,1396.296296,6, 174.469752
0.600000,1450.000000,6, 188.623765
0.600000,1503.703704,6, 203.223479
0.600000,1557.407407,6, 218.259227
0.600000,1611.111111,6, 233.721706
0.600000,1664.814815,6, 249.601950
0.600000,1718.518519,6, 265.891320
0.600000,1772.222222,6, 282.581483
0.600000,1825.925926,6, 299.664400
0.600000,1879.629630,6, 317.132310
0.600000,1933.333333,6, 334.977715
0.600000,1987.037037,6, 353.193371
0.600000,2040.740741,6, 371.772276
0.600000,2094.444444,6, 390.707655
0.600000,2148.148148,6, 409.992953
0.600000,53.703704,7, 3.827296
0.600000,107.407407,7, 1.852535
0.600000,161.111111,7, 1.186611
0.600000,214.814815,7, 1.764570
0.600000,268.518519,7, 3.526818
0.600000,322.222222,7, 6.418529
0.600000,375.925926,7, 10.389116
0.600000,429.629630,7, 15.391792
0.600000,483.333333,7, 21.383178
0.600000,537.037037,7, 28.322963
0.600000,590.740741,7, 36.173609
0.600000,644.444444,7, 44.900091
0.600000,698.148148,7, 54.469663
0.600000,751.851852,7, 64.851661
0.600000,805.555556,7, 76.017314
0.600000,859.259259,7, 87.939591
0.600000,912.962963,7, 100.593053
0.600000,966.666667,7, 113.953723
0.600000,1020.370370,7, 127.998974
0.600000,1074.074074,7, 142.707422
0.600000,1127.777778,7, 158.058834
0.600000,1181.481481,7, 174.034039
0.600000,1235.185185,7, 190.614857
0.600000,1288.888889,7, 207.784023
0.600000,1342.592593,7, 225.525127
0.600000,1396.296296,7, 243.822554
0.600000,1450.000000,7, 262.661433
0.600000,1503.703704,7, 282.027585
0.600000,1557.407407,7, 301.907479
0.600000,1611.111111,7, 322.288194
0.600000,1664.814815,7, 343.157380
0.600000,1718.518519,7, 364.503220
0.600000,1772.222222,7, 386.314402
0.600000,1825.925926,7, 408.580087
0.600000,1879.629630,7, 431.289884
0.600000,1933.333333,7, 454.433822
0.600000,1987.037037,7, 478.002325
0.600000,2040.740741,7, 501.986198
0.600000,2094.444444,7, 526.376595
0.600000,2148.148148,7, 551.165011
0.600000,53.703704,8, 3.326452
0.600000,107.407407,8, 1.408525
0.600000,161.111111,8, 1.293255
0.600000,214.814815,8, 2.861217
0.600000,268.518519,8, 6.006065
0.600000,322.222222,8, 10.632605
0.600000,375.925926,8, 16.655219
0.600000,429.629630,8, 23.996562
0.600000,483.333333,8, 32.586483
0.600000,537.037037,8, 42.361117
0.600000,590.740741,8, 53.262120
0.600000,644.444444,8, 65.236024
0.600000,698.148148,8, 78.233679
0.600000,751.851852,8, 92.209780
0.600000,805.555556,8, 107.122459
0.600000,859.259259,8, 122.932926
0.600000,912.962963,8, 139.605161
0.600000,966.666667,8, 157.105645
0.600000,1020.370370,8, 175.403122
0.600000,1074.074074,8, 194.468389
0.600000,1127.777778,8, 214.274113
0.600000,1181.481481,8, 234.794665
0.600000,1235.185185,8, 256.005976
0.600000,1288.888889,8, 277.885405
0.600000,1342.592593,8, 300.411625
0.600000,1396.296296,8, 323.564518
0.600000,1450.000000,8, 347.325077
0.600000,1503.703704,8, 371.675328
0.600000,1557.407407,8, 396.598248
0.600000,1611.111111,8, 422.077697
0.600000,1664.814815,8, 448.098356
0.600000,1718.518519,8, 474.645669
0.600000,1772.222222,8, 501.705792
0.600000,1825.925926,8, 529.265540
0.600000,1879.629630,8, 557.312352
0.600000,1933.333333,8, 585.834244
0.600000,1987.037037,8, 614.819773
0.600000,2040.740741,8, 644.258008
0.600000,2094.444444,8, 674.138493
0.600000,2148.148148,8, 704.451222
0.600000,53.703704,9, 3.199511
0.600000,107.407407,9, 1.430409
0.600000,161.111111,9, 1.701140
0.600000,214.814815,9, 3.860513
0.600000,268.518519,9, 7.775799
0.600000,322.222222,9, 13.329707
0.600000,375.925926,9, 20.417978
0.600000,429.629630,9, 28.947436
0.600000,483.333333,9, 38.834399
0.600000,537.037037,9, 50.003374
0.600000,590.740741,9, 62.385972
0.600000,644.444444,9, 75.920005
0.600000,698.148148,9, 90.548721
0.600000,751.851852,9, 106.220161
0.600000,805.555556,9, 122.886607
0.600000,859.259259,9, 140.504113
0.600000,912.962963,9, 159.032095
0.600000,966.666667,9, 178.432985
0.600000,1020.370370,9, 198.671923
0.600000,1074.074074,9, 219.716490
0.600000,1127.777778,9, 241.536473
0.600000,1181.481481,9, 264.103666
0.600000,1235.185185,9, 287.391680
0.600000,1288.888889,9, 311.375786
