Loadlevel,Pdg,DG Position,PLoss
0.300000,644.444444,6, 40.659570
0.300000,698.148148,6, 48.423496
0.300000,751.851852,6, 56.790580
0.300000,805.555556,6, 65.744542
0.300000,859.259259,6, 75.269848
0.300000,912.962963,6, 85.351661
0.300000,966.666667,6, 95.975799
0.300000,1020.370370,6, 107.128695
0.300000,1074.074074,6, 118.797357
0.300000,1127.777778,6, 130.969340
0.300000,1181.481481,6, 143.632709
0.300000,1235.185185,6, 156.776015
0.300000,1288.888889,6, 170.388262
0.300000,1342.592593,6, 184.458888
0.300000,1396.296296,6, 198.977735
0.300000,1450.000000,6, 213.935033
0.300000,1503.703704,6, 229.321379
0.300000,1557.407407,6, 245.127713
0.300000,1611.111111,6, 261.345308
0.300000,1664.814815,6, 277.965746
0.300000,1718.518519,6, 294.980907
0.300000,1772.222222,6, 312.382953
0.300000,1825.925926,6, 330.164317
0.300000,1879.629630,6, 348.317686
0.300000,1933.333333,6, 366.835990
0.300000,1987.037037,6, 385.712393
0.300000,2040.740741,6, 404.940282
0.300000,2094.444444,6, 424.513255
0.300000,2148.148148,6, 444.425111
0.300000,53.703704,7, 0.456897
0.300000,107.407407,7, 0.444975
0.300000,161.111111,7, 1.649664
0.300000,214.814815,7, 4.013439
0.300000,268.518519,7, 7.483315
0.300000,322.222222,7, 12.010363
0.300000,375.925926,7, 17.549286
0.300000,429.629630,7, 24.058048
0.300000,483.333333,7, 31.497557
0.300000,537.037037,7, 39.831383
0.300000,590.740741,7, 49.025508
0.300000,644.444444,7, 59.048107
0.300000,698.148148,7, 69.869359
0.300000,751.851852,7, 81.461269
0.300000,805.555556,7, 93.797515
0.300000,859.259259,7, 106.853314
0.300000,912.962963,7, 120.605297
0.300000,966.666667,7, 135.031396
0.300000,1020.370370,7, 150.110747
0.300000,1074.074074,7, 165.823598
0.300000,1127.777778,7, 182.151230
0.300000,1181.481481,7, 199.075879
0.300000,1235.185185,7, 216.580671
0.300000,1288.888889,7, 234.649560
0.300000,1342.592593,7, 253.267274
0.300000,1396.296296,7, 272.419260
0.300000,1450.000000,7, 292.091638
0.300000,1503.703704,7, 312.271162
0.300000,1557.407407,7, 332.945175
0.300000,1611.111111,7, 354.101574
0.300000,1664.814815,7, 375.728781
0.300000,1718.518519,7, 397.815704
0.300000,1772.222222,7, 420.351715
0.300000,1825.925926,7, 443.326620
0.300000,1879.629630,7, 466.730636
0.300000,1933.333333,7, 490.554367
0.300000,1987.037037,7, 514.788783
0.300000,2040.740741,7, 539.425201
0.300000,2094.444444,7, 564.455267
0.300000,2148.148148,7, 589.870937
0.300000,53.703704,8, 0.348999
0.300000,107.407407,8, 0.727869
0.300000,161.111111,8, 2.767555
0.300000,214.814815,8, 6.363704
0.300000,268.518519,8, 11.422853
0.300000,322.222222,8, 17.860900
0.300000,375.925926,8, 25.601834
0.300000,429.629630,8, 34.576683
0.300000,483.333333,8, 44.722633
0.300000,537.037037,8, 55.982276
0.300000,590.740741,8, 68.302986
0.300000,644.444444,8, 81.636370
0.300000,698.148148,8, 95.937808
0.300000,751.851852,8, 111.166051
0.300000,805.555556,8, 127.282875
0.300000,859.259259,8, 144.252776
0.300000,912.962963,8, 162.042705
0.300000,966.666667,8, 180.621840
0.300000,1020.370370,8, 199.961375
0.300000,1074.074074,8, 220.034344
0.300000,1127.777778,8, 240.815458
0.300000,1181.481481,8, 262.280961
0.300000,1235.185185,8, 284.408505
0.300000,1288.888889,8, 307.177033
0.300000,1342.592593,8, 330.566677
0.300000,1396.296296,8, 354.558669
0.300000,1450.000000,8, 379.135253
0.300000,1503.703704,8, 404.279611
0.300000,1557.407407,8, 429.975798
0.300000,1611.111111,8, 456.208674
0.300000,1664.814815,8, 482.963855
0.300000,1718.518519,8, 510.227655
0.300000,1772.222222,8, 537.987043
0.300000,1825.925926,8, 566.229597
0.300000,1879.629630,8, 594.943469
0.300000,1933.333333,8, 624.117344
0.300000,1987.037037,8, 653.740409
0.300000,2040.740741,8, 683.802325
0.300000,2094.444444,8, 714.293192
0.300000,2148.148148,8, 745.203530
0.300000,53.703704,9, 0.354575
0.300000,107.407407,9, 0.986625
0.300000,161.111111,9, 3.494102
0.300000,214.814815,9, 7.745227
0.300000,268.518519,9, 13.623558
0.300000,322.222222,9, 21.025590
0.300000,375.925926,9, 29.858824
0.300000,429.629630,9, 40.040191
0.300000,483.333333,9, 51.494748
0.300000,537.037037,9, 64.154610
0.300000,590.740741,9, 77.958044
0.300000,644.444444,9, 92.848717
0.300000,698.148148,9, 108.775050
0.300000,751.851852,9, 125.689678
0.300000,805.555556,9, 143.548977
0.300000,859.259259,9, 162.312664
0.300000,912.962963,9, 181.943446
0.300000,966.666667,9, 202.406721
0.300000,1020.370370,9, 223.670306
0.300000,1074.074074,9, 245.704213
0.300000,1127.777778,9, 268.480442
0.300000,1181.481481,9, 291.972796
0.300000,1235.185185,9, 316.156730
0.300000,1288.888889,9, 341.009202
0.300000,1342.592593,9, 366.508551
0.300000,1396.296296,9, 392.634379
0.300000,1450.000000,9, 419.367456
0.300000,1503.703704,9, 446.689622
0.300000,1557.407407,9, 474.583711
0.300000,1611.111111,9, 503.033473
0.300000,1664.814815,9, 532.023506
0.300000,1718.518519,9, 561.539198
0.300000,1772.222222,9, 591.566672
0.300000,1825.925926,9, 622.092731
0.300000,1879.629630,9, 653.104817
0.300000,1933.333333,9, 684.590965
0.300000,1987.037037,9, 716.539767
0.300000,2040.740741,9, 748.940335
0.300000,2094.444444,9, 781.782269
0.300000,2148.148148,9, 815.055628
0.300000,53.703704,10, 0.383136
0.300000,107.407407,10, 1.169877
0.300000,161.111111,10, 3.939877
0.300000,214.814815,10, 8.546405
0.300000,268.518519,10, 14.860681
0.300000,322.222222,10, 22.768934
0.300000,375.925926,10, 32.170055
0.300000,429.629630,10, 42.973699
0.300000,483.333333,10, 55.098741
0.300000,537.037037,10, 68.472007
0.300000,590.740741,10, 83.027218
0.300000,644.444444,10, 98.704112
0.300000,698.148148,10, 115.447700
0.300000,751.851852,10, 133.207643
0.300000,805.555556,10, 151.937717
0.300000,859.259259,10, 171.595353
0.300000,912.962963,10, 192.141245
0.300000,966.666667,10, 213.539010
0.300000,1020.370370,10, 235.754887
0.300000,1074.074074,10, 258.757486
0.300000,1127.777778,10, 282.517555
0.300000,1181.481481,10, 307.007783
0.300000,1235.185185,10, 332.202623
0.300000,1288.888889,10, 358.078137
0.300000,1342.592593,10, 384.611858
0.300000,1396.296296,10, 411.782664
0.300000,1450.000000,10, 439.570670
0.300000,1503.703704,10, 467.957128
0.300000,1557.407407,10, 496.924336
0.300000,1611.111111,10, 526.455561
0.300000,1664.814815,10, 556.534966
0.300000,1718.518519,10, 587.147542
0.300000,1772.222222,10, 618.279051
0.300000,1825.925926,10, 649.915970
0.300000,1879.629630,10, 682.045444
0.300000,1933.333333,10, 714.655239
0.300000,1987.037037,10, 747.733700
0.300000,2040.740741,10, 781.269717
0.300000,2094.444444,10, 815.252688
0.300000,2148.148148,10, 849.672487
0.300000,53.703704,11, 0.428970
0.300000,107.407407,11, 1.361611
0.300000,161.111111,11, 4.362338
0.300000,214.814815,11, 9.272099
0.300000,268.518519,11, 15.952042
0.300000,322.222222,11, 24.280087
0.300000,375.925926,11, 34.148210
0.300000,429.629630,11, 45.460269
0.300000,483.333333,11, 58.130245
0.300000,537.037037,11, 72.080805
0.300000,590.740741,11, 87.242115
0.300000,644.444444,11, 103.550859
0.300000,698.148148,11, 120.949413
0.300000,751.851852,11, 139.385152
0.300000,805.555556,11, 158.809861
0.300000,859.259259,11, 179.179230
0.300000,912.962963,11, 200.452427
0.300000,966.666667,11, 222.591725
0.300000,1020.370370,11, 245.562181
0.300000,1074.074074,11, 269.331352
0.300000,1127.777778,11, 293.869057
0.300000,1181.481481,11, 319.147156
0.300000,1235.185185,11, 345.139363
0.300000,1288.888889,11, 371.821084
0.300000,1342.592593,11, 399.169259
0.300000,1396.296296,11, 427.162239
0.300000,1450.000000,11, 455.779664
0.300000,1503.703704,11, 485.002359
0.300000,1557.407407,11, 514.812240
0.300000,1611.111111,11, 545.192228
0.300000,1664.814815,11, 576.126173
0.300000,1718.518519,11, 607.598787
0.300000,1772.222222,11, 639.595576
0.300000,1825.925926,11, 672.102791
0.300000,1879.629630,11, 705.107368
0.300000,1933.333333,11, 738.596886
0.300000,1987.037037,11, 772.559524
0.300000,2040.740741,11, 806.984017
0.300000,2094.444444,11, 841.859626
0.300000,2148.148148,11, 877.176102
0.400000,53.703704,2, 2.611005
0.400000,107.407407,2, 2.292923
0.400000,161.111111,2, 2.179267
0.400000,214.814815,2, 2.268317
0.400000,268.518519,2, 2.558381
0.400000,322.222222,2, 3.047788
0.400000,375.925926,2, 3.734891
0.400000,429.629630,2, 4.618068
0.400000,483.333333,2, 5.695717
0.400000,537.037037,2, 6.966260
0.400000,590.740741,2, 8.428141
0.400000,644.444444,2, 10.079824
0.400000,698.148148,2, 11.919796
0.400000,751.851852,2, 13.946564
0.400000,805.555556,2, 16.158652
0.400000,859.259259,2, 18.554609
0.400000,912.962963,2, 21.133001
0.400000,966.666667,2, 23.892412
0.400000,1020.370370,2, 26.831445
0.400000,1074.074074,2, 29.948725
0.400000,1127.777778,2, 33.242890
0.400000,1181.481481,2, 36.712598
0.400000,1235.185185,2, 40.356525
0.400000,1288.888889,2, 44.173364
0.400000,1342.592593,2, 48.161823
0.400000,1396.296296,2, 52.320629
0.400000,1450.000000,2, 56.648523
0.400000,1503.703704,2, 61.144263
0.400000,1557.407407,2, 65.806622
0.400000,1611.111111,2, 70.634388
0.400000,1664.814815,2, 75.626367
0.400000,1718.518519,2, 80.781376
0.400000,1772.222222,2, 86.098249
0.400000,1825.925926,2, 91.575832
0.400000,1879.629630,2, 97.212988
0.400000,1933.333333,2, 103.008591
0.400000,1987.037037,2, 108.961532
0.400000,2040.740741,2, 115.070710
0.400000,2094.444444,2, 121.335044
0.400000,2148.148148,2, 127.753459
0.400000,53.703704,3, 2.221255
0.400000,107.407407,3, 1.707736
0.400000,161.111111,3, 1.588190
0.400000,214.814815,3, 1.856281
0.400000,268.518519,3, 2.505850
0.400000,322.222222,3, 3.530902
0.400000,375.925926,3, 4.925600
0.400000,429.629630,3, 6.684264
0.400000,483.333333,3, 8.801359
0.400000,537.037037,3, 11.271496
0.400000,590.740741,3, 14.089420
0.400000,644.444444,3, 17.250012
0.400000,698.148148,3, 20.748280
0.400000,751.851852,3, 24.579354
0.400000,805.555556,3, 28.738486
0.400000,859.259259,3, 33.221042
0.400000,912.962963,3, 38.022499
0.400000,966.666667,3, 43.138442
0.400000,1020.370370,3, 48.564561
0.400000,1074.074074,3, 54.296645
0.400000,1127.777778,3, 60.330583
0.400000,1181.481481,3, 66.662356
0.400000,1235.185185,3, 73.288037
0.400000,1288.888889,3, 80.203787
0.400000,1342.592593,3, 87.405854
0.400000,1396.296296,3, 94.890567
0.400000,1450.000000,3, 102.654338
0.400000,1503.703704,3, 110.693653
0.400000,1557.407407,3, 119.005078
0.400000,1611.111111,3, 127.585249
0.400000,1664.814815,3, 136.430876
0.400000,1718.518519,3, 145.538735
0.400000,1772.222222,3, 154.905672
0.400000,1825.925926,3, 164.528595
0.400000,1879.629630,3, 174.404478
0.400000,1933.333333,3, 184.530356
0.400000,1987.037037,3, 194.903321
0.400000,2040.740741,3, 205.520526
0.400000,2094.444444,3, 216.379180
0.400000,2148.148148,3, 227.476546
0.400000,53.703704,4, 1.751425
0.400000,107.407407,4, 1.068404
0.400000,161.111111,4, 1.066538
0.400000,214.814815,4, 1.727093
0.400000,268.518519,4, 3.032203
0.400000,322.222222,4, 4.964811
0.400000,375.925926,4, 7.508620
0.400000,429.629630,4, 10.648046
0.400000,483.333333,4, 14.368176
0.400000,537.037037,4, 18.654726
0.400000,590.740741,4, 23.494005
0.400000,644.444444,4, 28.872882
0.400000,698.148148,4, 34.778755
0.400000,751.851852,4, 41.199519
0.400000,805.555556,4, 48.123539
0.400000,859.259259,4, 55.539629
0.400000,912.962963,4, 63.437023
0.400000,966.666667,4, 71.805356
0.400000,1020.370370,4, 80.634641
0.400000,1074.074074,4, 89.915255
0.400000,1127.777778,4, 99.637912
0.400000,1181.481481,4, 109.793656
0.400000,1235.185185,4, 120.373839
0.400000,1288.888889,4, 131.370107
0.400000,1342.592593,4, 142.774388
0.400000,1396.296296,4, 154.578877
0.400000,1450.000000,4, 166.776026
0.400000,1503.703704,4, 179.358528
0.400000,1557.407407,4, 192.319312
0.400000,1611.111111,4, 205.651528
0.400000,1664.814815,4, 219.348539
0.400000,1718.518519,4, 233.403911
0.400000,1772.222222,4, 247.811408
0.400000,1825.925926,4, 262.564977
0.400000,1879.629630,4, 277.658747
0.400000,1933.333333,4, 293.087016
0.400000,1987.037037,4, 308.844250
0.400000,2040.740741,4, 324.925070
0.400000,2094.444444,4, 341.324251
0.400000,2148.148148,4, 358.036712
0.400000,53.703704,5, 1.613744
0.400000,107.407407,5, 0.896781
0.400000,161.111111,5, 0.958582
0.400000,214.814815,5, 1.774743
0.400000,268.518519,5, 3.322145
0.400000,322.222222,5, 5.578853
0.400000,375.925926,5, 8.524041
0.400000,429.629630,5, 12.137907
0.400000,483.333333,5, 16.401612
0.400000,537.037037,5, 21.297207
0.400000,590.740741,5, 26.807582
0.400000,644.444444,5, 32.916407
0.400000,698.148148,5, 39.608087
0.400000,751.851852,5, 46.867712
0.400000,805.555556,5, 54.681020
0.400000,859.259259,5, 63.034356
0.400000,912.962963,5, 71.914633
0.400000,966.666667,5, 81.309307
0.400000,1020.370370,5, 91.206338
0.400000,1074.074074,5, 101.594167
0.400000,1127.777778,5, 112.461689
0.400000,1181.481481,5, 123.798225
0.400000,1235.185185,5, 135.593503
0.400000,1288.888889,5, 147.837635
0.400000,1342.592593,5, 160.521096
0.400000,1396.296296,5, 173.634710
0.400000,1450.000000,5, 187.169625
0.400000,1503.703704,5, 201.117304
0.400000,1557.407407,5, 215.469507
0.400000,1611.111111,5, 230.218274
0.400000,1664.814815,5, 245.355917
0.400000,1718.518519,5, 260.875002
0.400000,1772.222222,5, 276.768342
0.400000,1825.925926,5, 293.028981
0.400000,1879.629630,5, 309.650187
0.400000,1933.333333,5, 326.625442
0.400000,1987.037037,5, 343.948430
0.400000,2040.740741,5, 361.613031
0.400000,2094.444444,5, 379.613311
0.400000,2148.148148,5, 397.943513
0.400000,53.703704,6, 1.500126
0.400000,107.407407,6, 0.764668
0.400000,161.111111,6, 0.896774
0.400000,214.814815,6, 1.866248
0.400000,268.518519,6, 3.644651
0.400000,322.222222,6, 6.205161
0.400000,375.925926,6, 9.522446
0.400000,429.629630,6, 13.572553
0.400000,483.333333,6, 18.332799
0.400000,537.037037,6, 23.781686
0.400000,590.740741,6, 29.898810
0.400000,644.444444,6, 36.664785
0.400000,698.148148,6, 44.061177
0.400000,751.851852,6, 52.070436
0.400000,805.555556,6, 60.675839
0.400000,859.259259,6, 69.861434
0.400000,912.962963,6, 79.611995
0.400000,966.666667,6, 89.912973
0.400000,1020.370370,6, 100.750456
0.400000,1074.074074,6, 112.111131
0.400000,1127.777778,6, 123.982245
0.400000,1181.481481,6, 136.351578
0.400000,1235.185185,6, 149.207407
0.400000,1288.888889,6, 162.538483
0.400000,1342.592593,6, 176.333997
0.400000,1396.296296,6, 190.583566
0.400000,1450.000000,6, 205.277202
0.400000,1503.703704,6, 220.405294
0.400000,1557.407407,6, 235.958589
0.400000,1611.111111,6, 251.928172
0.400000,1664.814815,6, 268.305451
0.400000,1718.518519,6, 285.082138
0.400000,1772.222222,6, 302.250235
0.400000,1825.925926,6, 319.802023
0.400000,1879.629630,6, 337.730044
0.400000,1933.333333,6, 356.027090
0.400000,1987.037037,6, 374.686194
0.400000,2040.740741,6, 393.700617
0.400000,2094.444444,6, 413.063835
0.400000,2148.148148,6, 432.769535
0.400000,53.703704,7, 1.174746
0.400000,107.407407,7, 0.525525
0.400000,161.111111,7, 1.122332
0.400000,214.814815,7, 2.905308
0.400000,268.518519,7, 5.819393
0.400000,322.222222,7, 9.813799
0.400000,375.925926,7, 14.841560
0.400000,429.629630,7, 20.859140
0.400000,483.333333,7, 27.826090
0.400000,537.037037,7, 35.704749
0.400000,590.740741,7, 44.459983
0.400000,644.444444,7, 54.058950
0.400000,698.148148,7, 64.470897
0.400000,751.851852,7, 75.666981
0.400000,805.555556,7, 87.620098
0.400000,859.259259,7, 100.304749
0.400000,912.962963,7, 113.696901
0.400000,966.666667,7, 127.773879
0.400000,1020.370370,7, 142.514252
0.400000,1074.074074,7, 157.897747
0.400000,1127.777778,7, 173.905158
0.400000,1181.481481,7, 190.518272
0.400000,1235.185185,7, 207.719793
0.400000,1288.888889,7, 225.493286
0.400000,1342.592593,7, 243.823110
0.400000,1396.296296,7, 262.694373
0.400000,1450.000000,7, 282.092875
0.400000,1503.703704,7, 302.005070
0.400000,1557.407407,7, 322.418018
0.400000,1611.111111,7, 343.319354
0.400000,1664.814815,7, 364.697249
0.400000,1718.518519,7, 386.540378
0.400000,1772.222222,7, 408.837892
0.400000,1825.925926,7, 431.579389
0.400000,1879.629630,7, 454.754888
0.400000,1933.333333,7, 478.354808
0.400000,1987.037037,7, 502.369944
0.400000,2040.740741,7, 526.791444
0.400000,2094.444444,7, 551.610797
0.400000,2148.148148,7, 576.819808
0.400000,53.703704,8, 0.941032
0.400000,107.407407,8, 0.575386
0.400000,161.111111,8, 1.915666
0.400000,214.814815,8, 4.852808
0.400000,268.518519,8, 9.289310
0.400000,322.222222,8, 15.137586
0.400000,375.925926,8, 22.318599
0.400000,429.629630,8, 30.760735
0.400000,483.333333,8, 40.398858
0.400000,537.037037,8, 51.173515
0.400000,590.740741,8, 63.030266
0.400000,644.444444,8, 75.919104
0.400000,698.148148,8, 89.793968
0.400000,751.851852,8, 104.612315
0.400000,805.555556,8, 120.334758
0.400000,859.259259,8, 136.924742
0.400000,912.962963,8, 154.348270
0.400000,966.666667,8, 172.573654
0.400000,1020.370370,8, 191.571303
0.400000,1074.074074,8, 211.313533
0.400000,1127.777778,8, 231.774399
0.400000,1181.481481,8, 252.929543
0.400000,1235.185185,8, 274.756061
0.400000,1288.888889,8, 297.232389
0.400000,1342.592593,8, 320.338187
0.400000,1396.296296,8, 344.054252
0.400000,1450.000000,8, 368.362424
0.400000,1503.703704,8, 393.245513
0.400000,1557.407407,8, 418.687223
0.400000,1611.111111,8, 444.672094
0.400000,1664.814815,8, 471.185438
0.400000,1718.518519,8, 498.213286
0.400000,1772.222222,8, 525.742346
0.400000,1825.925926,8, 553.759947
0.400000,1879.629630,8, 582.254011
0.400000,1933.333333,8, 611.213006
0.400000,1987.037037,8, 640.625915
0.400000,2040.740741,8, 670.482205
0.400000,2094.444444,8, 700.771797
0.400000,2148.148148,8, 731.485039
0.400000,53.703704,9, 0.904276
0.400000,107.407407,9, 0.758360
0.400000,161.111111,9, 2.540125
0.400000,214.814815,9, 6.111729
0.400000,268.518519,9, 11.351624
0.400000,322.222222,9, 18.151976
0.400000,375.925926,9, 26.416581
0.400000,429.629630,9, 36.059178
0.400000,483.333333,9, 47.002059
0.400000,537.037037,9, 59.174926
0.400000,590.740741,9, 72.513932
0.400000,644.444444,9, 86.960882
0.400000,698.148148,9, 102.462549
0.400000,751.851852,9, 118.970101
0.400000,805.555556,9, 136.438607
0.400000,859.259259,9, 154.826610
0.400000,912.962963,9, 174.095765
0.400000,966.666667,9, 194.210517
0.400000,1020.370370,9, 215.137825
0.400000,1074.074074,9, 236.846920
0.400000,1127.777778,9, 259.309089
0.400000,1181.481481,9, 282.497490
0.400000,1235.185185,9, 306.386982
0.400000,1288.888889,9, 330.953981
0.400000,1342.592593,9, 356.176324
0.400000,1396.296296,9, 382.033156
0.400000,1450.000000,9, 408.504819
0.400000,1503.703704,9, 435.572764
0.400000,1557.407407,9, 463.219458
0.400000,1611.111111,9, 491.428314
0.400000,1664.814815,9, 520.183617
0.400000,1718.518519,9, 549.470465
0.400000,1772.222222,9, 579.274706
0.400000,1825.925926,9, 609.582890
0.400000,1879.629630,9, 640.382221
0.400000,1933.333333,9, 671.660512
0.400000,1987.037037,9, 703.406146
0.400000,2040.740741,9, 735.608038
0.400000,2094.444444,9, 768.255606
0.400000,2148.148148,9, 801.338735
0.400000,53.703704,10, 0.920017
0.400000,107.407407,10, 0.919861
0.400000,161.111111,10, 2.958235
0.400000,214.814815,10, 6.881686
0.400000,268.518519,10, 12.555828
0.400000,322.222222,10, 19.862169
0.400000,375.925926,10, 28.695591
0.400000,429.629630,10, 38.962321
0.400000,483.333333,10, 50.578279
0.400000,537.037037,10, 63.467728
0.400000,590.740741,10, 77.562154
0.400000,644.444444,10, 92.799335
0.400000,698.148148,10, 109.122556
0.400000,751.851852,10, 126.479947
0.400000,805.555556,10, 144.823923
0.400000,859.259259,10, 164.110701
0.400000,912.962963,10, 184.299886
0.400000,966.666667,10, 205.354115
0.400000,1020.370370,10, 227.238745
0.400000,1074.074074,10, 249.921584
0.400000,1127.777778,10, 273.372655
0.400000,1181.481481,10, 297.563984
0.400000,1235.185185,10, 322.469422
0.400000,1288.888889,10, 348.064479
0.400000,1342.592593,10, 374.326179
0.400000,1396.296296,10, 401.232936
0.400000,1450.000000,10, 428.764435
0.400000,1503.703704,10, 456.901531
0.400000,1557.407407,10, 485.626158
0.400000,1611.111111,10, 514.921242
0.400000,1664.814815,10, 544.770632
